,SVR,KNR,DTR,RFR,LNR
mean_absolute_error,0.13191098395983264,0.0470661193762069,0.05352499999999999,0.09444212499999989,0.25852543756809476
mean_squared_error,0.04605335018484074,0.006794417900959476,0.009322185000000002,0.018912790646749993,0.11135418032100688
